Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,11/14/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Latin America & Caribbean,LCN,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,11.67144183,12.02650333,12.04238923,12.67979041,14.72734209,15.44793357,15.031868,16.07550403,17.58697865,17.77054662,17.04243507,18.15579674,17.82787076,16.90062306,15.65516806,15.29819083,14.32699208,14.05578734,15.62104249,14.66606953,14.17081979,13.97315963,13.95406141,13.8259201,14.86363508,17.35270652,18.14261219
Least developed countries: UN classification,LDC,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,10.01228832,10.03059335,10.37029071,10.51184552,10.57528472,10.83609566,11.11574048,11.47329635,11.63004075,11.72648034,11.64485188,11.23809574,11.08101736,11.54562821,11.45561862,11.13882418,11.18090054,11.17116628,11.18217528,10.57087797,10.45617577,10.29863563,10.48797601,10.39351125,10.66549901,10.77419379,10.86202483
Low income,LIC,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,10.26169727,10.02123954,10.23702659,10.19996128,10.16927649,10.55985186,10.82436766,10.92616746,11.09274625,11.3064869,11.57165469,11.35958453,11.09528472,11.32031945,11.05790638,11.18438032,11.16976538,11.30163393,10.6880104,11.2460323,11.620567,11.18706207,10.92932061,10.6523365,10.90510672,10.88183179,10.86883454
Liechtenstein,LIE,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,41.87599945,40.91500092,35.71500015,35.27500153,34.82300186,33.14199829,31.89299965,26.04400063,26.64500046,24.18700027,25.06800079,28.27700043,27.18000031,27.72299957,26.96800041,21.66699982,20.91300011,18.27599907,20.65999985,18.97299957,17.04400063,16.91600037,19.98800087,20.8029995,20.61700058,22.06599998,20.74300003
Lower middle income,LMC,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,10.32226002,10.10155564,10.36694134,10.51308014,10.91026048,11.01306622,11.63766066,12.00727497,12.0021041,12.58618962,12.61290363,12.75879777,12.50820995,12.4928376,12.79662599,12.42278261,12.05480468,12.23991491,12.18396407,11.29969638,11.35967019,11.5835455,11.61206904,11.4286877,11.88821317,12.14818753,12.25391765
Low & middle income,LMY,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,11.61058948,11.08328763,11.15113765,11.35444088,11.85409267,12.05998553,12.5324584,13.19735505,13.4366243,13.46079401,13.41500283,13.48314016,13.26173285,13.02562765,12.89190879,12.55884997,12.11932027,12.5293961,12.74918929,12.24028544,12.263117,12.41265311,12.35683205,12.27279251,12.73005095,13.16085983,13.30106742
Lesotho,LSO,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,50.68199921,46.93700027,53.09799957,51.42399979,56.42900085,50.30799866,54.16500092,59.22900009,33.87400055,29.85700035,36.18700027,43.14099884,39.43600082,47.88100052,47.75899887,46.05199814,46.55199814,47.6629982,46.21699905,36.30799866,38.86100006,32.91699982,34.53099823,34.88000107,37.97200012,38.95899963,38.53300095
Late-demographic dividend,LTE,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,12.47014584,11.46226264,11.23534611,11.61740013,12.27827506,12.45080896,12.86802614,13.86243683,14.23530629,13.64709265,13.23854389,13.07033916,12.84712982,12.5065237,11.86626123,11.75429339,10.91551151,11.75586816,12.37456538,11.95009336,11.99288269,12.17661157,12.25600873,12.33030989,12.98349622,13.86523677,14.14174755
Lithuania,LTU,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,32.26100159,30.82799911,32.43000031,31.0359993,31.4810009,29.55900002,25.61599922,25.25,25.46800041,28.56299973,31.55200005,20.42900085,26.88400078,20.24300003,15.73900032,9.967000008,8.402000427,13.38199997,29.60899925,35.7140007,32.56000137,26.65399933,21.9090004,19.26399994,16.28899956,14.4090004,13.20400047
Luxembourg,LUX,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,2.628999949,3.698999882,4.330999851,7.895999908,7.282000065,9.274999619,7.28000021,6.40899992,6.770999908,6.389999866,6.322999954,6.928999901,10.89099979,16.79000092,13.64500046,16.05400085,15.02700043,17.5909996,17.01499939,14.14400005,16.70000076,18.53100014,15.36499977,22.00699997,17.23800087,18.70400047,15.22999954
Latvia,LVA,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,35.48199844,33.8769989,36.83000183,40.75899887,35.47299957,37.00500107,26.57699966,26.96100044,23.57500076,21.27400017,24.15699959,25.24399948,20.38400078,21.77899933,15.1260004,13.60499954,10.55200005,13.64299965,33.36899948,36.12200165,30.97500038,28.50099945,23.20700073,19.57799911,16.27300072,17.22500038,16.97999954
"Macao SAR, China",MAC,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,5.894999981,3.713000059,4.118000031,4.903999805,7.239999771,8.630000114,8.017000198,10.21899986,11.71800041,10.77299976,10.7869997,11.4460001,12.77200031,10.62100029,8.133999825,6.991000175,6.132999897,5.956999779,7.605999947,5.364999771,5.618999958,5.678999901,4.133999825,4.572999954,4.69299984,4.738999844,4.489999771
St. Martin (French part),MAF,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,28.54400063,26.52199936,26.4659996,32.56200027,38.38999939,30.50499916,28.52300072,33.65200043,20.98500061,20.55699921,19.0189991,17.74099922,17.20199966,15.61100006,15.84700012,16.75399971,16.37400055,18.52899933,17.60099983,17.59399986,17.97400093,18.66399956,19.05200005,19.93600082,20.6989994,18.62199974,17.95800018
Monaco,MCO,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,18.36400032,15.8760004,15.95499992,17.6420002,18.52599907,25.29899979,25.98699951,26.47599983,27.50399971,17.58799934,16.67300034,15.59599972,18.12999916,19.44599915,18.38500023,17.19799995,14.19699955,11.03999996,15.34899998,17.81100082,14.88000011,13.09200001,12.21000004,9.852999687,10.73700047,11.23499966,12.83600044
Madagascar,MDG,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,9.661999702,9.708000183,9.718000412,9.694000244,9.713999748,9.718999863,9.736000061,9.73900032,9.748000145,9.74600029,9.001000404,8.321000099,7.633999825,5.813000202,3.898999929,4.414000034,4.933000088,5.452000141,5.895999908,6.418000221,3.759000063,1.004999995,1.496999979,1.988999963,3.023000002,3.020999908,3.019000053
Maldives,MDV,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,1.782999992,1.815999985,1.863000035,1.843999982,1.871000051,2.316999912,2.755000114,3.247999907,3.83100009,4.380000114,5.059999943,5.499000072,5.443999767,6.699999809,8.227999687,7.025000095,8.258000374,8.682999611,10.79800034,10.11400032,10.52099991,12,11.8760004,12.88599968,13.07600021,13.52299976,13.77999973
Middle East & North Africa,MEA,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,25.42248944,25.21255957,26.42907336,27.16950686,28.04175373,24.94564616,24.1844856,25.13467929,24.09175832,26.14506765,27.18742782,27.05167987,26.35039527,24.25802683,25.32452893,24.5190016,23.30443136,23.72110473,23.34324068,25.35680902,26.24184194,27.67050376,26.62234552,26.57955949,27.30108822,26.82839302,27.00487302
Mexico,MEX,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,5.322000027,5.281000137,5.245999813,6.93900013,11.09799957,9.027000427,7.18599987,6.308000088,4.015999794,4.986000061,4.755000114,5.81799984,6.073999882,7.521999836,6.854000092,6.965000153,7.129000187,7.620999813,10.03199959,9.737999916,9.80300045,9.401000023,9.430999756,9.423000336,8.562000275,7.664000034,6.827000141
Marshall Islands,MHL,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,11.7317515,11.18087691,11.23714702,11.46571599,12.02042136,12.21107715,12.70815563,13.43582591,13.68727497,13.69476218,13.61757031,13.71873396,13.50421556,13.21857354,13.10245088,12.71927991,12.23237036,12.6789921,13.0071241,12.36853463,12.34867904,12.58184649,12.56166046,12.51444048,13.0123555,13.52553227,13.70269382
"Macedonia, FYR",MKD,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,61.98600006,62.08399963,63.35900116,62.24100113,59.72100067,60.29700089,59.6269989,58.09000015,54.73400116,54.65299988,52.06499863,58.35300064,65.68699646,65.51899719,64.67099762,59.62099838,57.62599945,56.3390007,55.11000061,53.68500137,55.29700089,53.86899948,51.84500122,53.0890007,47.30899811,48.19400024,46.95000076
Mali,MLI,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,4.796999931,4.763999939,4.77699995,4.77699995,4.772999763,4.791999817,4.781000137,6.012000084,7.272999763,8.472999573,9.798999786,10.96899986,12.27499962,13.55700016,14.6960001,15.83899975,17.88899994,16.50799942,15.12699986,10.28299999,10.43999958,10.76900005,11.0909996,8.062000275,18.19199944,18.07799911,17.95999908
Malta,MLT,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,11.95100021,12.84399986,13.04899979,13.81299973,11.2510004,13.2159996,12.73900032,13.4630003,13.14799976,11.87699986,17.86599922,15.51200008,17.625,18.59600067,16.16200066,15.49400043,13.48400021,11.60999966,14.48600006,13.24300003,13.32900047,14.07699966,13.02000046,11.74100018,11.77400017,11.02299976,10.49800014
Myanmar,MMR,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,1.56400001,1.611999989,1.588000059,1.597000003,1.603999972,1.600999951,1.595999956,1.595999956,1.631000042,1.639999986,1.633000016,1.63499999,1.638000011,1.636999965,1.636000037,1.633999944,1.629999995,1.575000048,1.585000038,1.585999966,1.587000012,1.597000003,1.603000045,1.598999977,1.592000008,1.629999995,1.659000039
Middle East & North Africa (excluding high income),MNA,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,25.86674815,25.45742487,26.87835582,27.82920133,28.92918638,25.63998832,24.8118253,25.86759634,24.71640273,26.89706714,28.01166131,27.67340431,26.95379169,24.54658245,25.66509178,24.55348135,23.55066347,24.0992091,23.60733558,25.91364354,26.99819728,28.70059599,27.47855133,27.35371319,28.28033367,28.16035053,28.44777555
Montenegro,MNE,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,55.70600128,53.86399841,54.85699844,65.79799652,60.1230011,66.9489975,57.81100082,59.80899811,57.85599899,64.83000183,58.39799881,58.82600021,59.14400101,60.18899918,60.04999924,49.60800171,39.08000183,34.79199982,38.65200043,42.09999847,35.97700119,40.54700089,41.46300125,35.37400055,37.64300156,37.61899948,31.81599998
Mongolia,MNG,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,18.44000053,18.46899986,16.61000061,17.4489994,10.73999977,13.1590004,15.23200035,11.7489996,9.411000252,9.237999916,9.267999649,11.74300003,13.81599998,7.363999844,6.781000137,6.611000061,14.9630003,9.612999916,9.977000237,14.35900021,10.14999962,8.236000061,10.47500038,11.85000038,12.57199955,19.8579998,18.88199997
Northern Mariana Islands,MNP,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,42.06000137,38.27700043,38.54100037,38.44599915,38.30099869,38.74499893,38.59500122,38.6269989,38.49399948,38.30099869,38.64400101,38.51699829,38.44300079,38.49200058,38.52799988,38.56900024,38.50299835,38.49499893,38.48799896,38.50699997,38.53099823,38.54499817,39.74700165,43.20100021,43.17300034,42.94599915,42.66199875
Mauritania,MRT,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,17.81900024,17.89800072,18.05599976,17.77400017,18.18099976,18.05200005,17.76000023,17.93300056,18.12700081,17.80400085,17.89299965,17.83399963,18.02899933,18.01300049,18.125,18.20599937,17.88599968,17.81599998,17.73800087,17.95199966,17.94799995,17.98900032,18.00300026,17.98699951,17.80900002,17.8409996,17.93099976
Mauritius,MUS,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,23.16399956,23.2689991,23.20400047,23.16200066,23.17200089,22.36700058,21.49699974,20.63100052,19.5909996,18.89699936,17.85499954,19.23699951,20.9829998,25.23699951,25.99600029,23.12999916,24.21500015,18.80999947,21.66500092,23.09700012,21.99300003,24.26499939,23.50499916,24.44199944,25.91900063,23.56599998,24.44599915
Malawi,MWI,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,10.68700027,10.47299957,10.70100021,10.46100044,10.72399998,10.69400024,10.6239996,10.51399994,10.54100037,10.46800041,10.40100002,10.44999981,10.50899982,10.48700047,10.42800045,10.11400032,9.87100029,9.49600029,9.177000046,8.821000099,8.461000443,8.088999748,7.824999809,7.835999966,7.788000107,7.777999878,7.81799984
Malaysia,MYS,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,10.94499969,10.90699959,8.913999557,9.015000343,9.546999931,7.757999897,7.625999928,9.899999619,10.72599983,9.508999825,11.09799957,10.90100002,11.37300014,11.23099995,11.28299999,10.63500023,10.80099964,10.73900032,11.64700031,10.82800007,9.902999878,10.10700035,10.07400036,9.868000031,10.77700043,10.72500038,10.84899998
North America,NAC,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,13.58475548,14.43079265,13.67411421,12.69613565,12.23513159,12.18957648,11.62469973,10.77002864,10.20770049,9.540736745,10.68034141,12.05713622,12.45597788,11.91905623,11.28727809,10.48058157,10.46581868,12.56323013,17.23794995,17.96843894,16.92039093,15.9615865,15.29182303,13.32094057,11.66984277,10.59295178,9.402704377
Namibia,NAM,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,36.38800049,36.45100021,36.51900101,37.53499985,37.53900146,37.54100037,39.35900116,39.50999832,39.66400146,41.54199982,41.58599854,41.79199982,41.77299881,43.61899948,44.19800186,44.81999969,45.44900131,46.05099869,46.61899948,45.33000183,42.59799957,34.32300186,40.82099915,38.6570015,40.11299896,45.19200134,45.5320015
New Caledonia,NCL,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,43.55500031,43.84899902,43.81900024,43.92499924,43.96099854,43.81499863,43.09400177,42.05699921,41.17499924,40.52399826,39.41400146,38.73099899,37.90200043,41.50999832,40.26100159,39.21099854,38.00600052,36.56399918,36.19599915,36.8409996,37.08499908,37.23099899,37.56999969,37.3730011,37.45299911,37.64500046,38.08599854
Niger,NER,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,9.62100029,9.508999825,9.550000191,9.569000244,9.413999557,8.482999802,7.343999863,6.448999882,5.249000072,4.163000107,3.196000099,3.798000097,4.443999767,4.960999966,5.717999935,5.372000217,4.393000126,3.502000093,2.415999889,1.491000056,0.481999993,0.572000027,0.515999973,0.540000021,0.501999974,0.515999973,0.528999984
Nigeria,NGA,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,9.32199955,9.348999977,9.80700016,9.793999672,9.815999985,9.840999603,9.829000473,9.826999664,9.803999901,9.864999771,9.876999855,9.921999931,9.904999733,9.909000397,9.868000031,9.854000092,9.848999977,9.836999893,9.842000008,9.845999718,9.781000137,9.765000343,9.769000053,8.515999794,8.046999931,13.06400013,13.41300011
Nicaragua,NIC,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,15.90100002,22.18499947,23.06599998,23.95400047,25.70199966,24.16600037,20.43099976,21.40600014,16.93000031,15.19200039,10.04199982,19.09799957,11.96500015,10.15200043,8.559000015,8.730999947,8.022999763,10.20600033,13.47900009,12.97900009,10.84700012,8.253000259,9.147999763,8.597000122,8.586999893,8.593000412,8.678999901
Netherlands,NLD,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,11.0880003,8.142999649,10.46000004,11.34000015,12.13500023,11.43500042,9.75,8.727999687,7.373000145,5.263000011,4.381000042,4.571000099,6.585000038,8.01099968,8.208999634,6.539000034,5.929999828,5.268000126,6.610000134,8.704999924,9.998000145,11.68599987,13.15600014,12.73700047,11.24199963,10.83500004,8.880999565
Norway,NOR,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,12.61400032,13.67300034,13.71899986,12.44799995,18.97100067,15.16100025,14.67300034,12.5340004,12.05599976,10.93299961,11.99499989,12.86200047,11.72900009,12.66100025,11.35999966,8.739999771,7.355000019,7.453000069,9.151000023,9.286000252,8.61400032,8.418999672,9.079000473,7.815999985,9.876000404,11.09899998,10.30200005
Nepal,NPL,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,7.147999763,7.389999866,7.428999901,7.111000061,7.46999979,7.264999866,6.118000031,4.979000092,2.957999945,2.801000118,2.736000061,2.802000046,2.612999916,2.5,2.448999882,2.369999886,2.28399992,2.224999905,2.895999908,3.505000114,4.197999954,4.755000114,5.436999798,4.953999996,5.127999783,4.988999844,4.306000233
Nauru,NRU,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,19.35499954,19.22699928,17.89999962,15.46500015,12.27600002,12.22000027,13.5909996,15.02400017,14.18799973,13.52999973,12.10900021,11.78800011,10.51500034,9.663000107,9.755000114,9.916999817,9.845999718,10.86699963,15.67199993,16.2310009,15.87300014,16.64999962,14.9829998,13.9090004,13.72599983,13.28600025,12.76500034
OECD members,OED,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,13.11703572,13.80257019,15.0176577,15.30178071,15.37170269,15.08796366,14.48153801,14.07409645,13.86062087,13.07037769,13.20446334,14.09654764,14.55536253,14.63143878,14.19503888,13.08417954,12.30374911,13.04638568,16.89792653,17.19438801,16.78048616,16.91524359,16.94610827,15.98853163,14.77935657,13.86442352,12.75722746
Oman,OMN,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,9.597000122,9.461999893,9.477000237,9.569999695,9.62100029,9.755999565,9.722999573,9.897999763,10.02600002,9.845999718,9.982000351,10.17599964,10.19499969,10.11800003,10.06400013,9.767000198,9.626999855,9.402999878,9.345999718,9.276000023,9.194999695,8.793000221,8.845000267,8.944999695,9.046999931,8.661999702,8.456000328
Other small states,OSS,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,23.67143054,23.74456964,25.14040139,26.08212194,26.68265047,26.22187814,26.40148682,26.26476607,23.56699363,23.02811599,25.00619894,25.20421031,25.57636572,26.35071567,25.66262437,23.88602991,24.25954934,23.9704217,24.98260694,24.49419356,23.92979674,22.70875451,23.69802571,23.26008088,23.64267948,23.94449748,23.75363551
Pakistan,PAK,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,10.10200024,8.626000404,7.177000046,7.431000233,9.032999992,9.423000336,9.982000351,10.44299984,10.94099998,13.39799976,14.1260004,13.60599995,13.82999992,11.87699986,11.74699974,8.755000114,7.580999851,7.863999844,8.866000175,1.30400002,1.763000011,3.859999895,6.113999844,4.169000149,6.818999767,7.303999901,7.683000088
Panama,PAN,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,35.56999969,32.27899933,29.125,31.0909996,31.47800064,32.48600006,30.63400078,32.30099869,27.21500015,31.75300026,34.95999908,33.94599915,32.75999832,30.29400063,25.28000069,22.65800095,16.93000031,14.55500031,15.17700005,14.92199993,12.24300003,10.31400013,10.78199959,12.52299976,12.55599976,11.56999969,11.97900009
Peru,PER,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,9.961000443,10.53600025,9.274999619,8.406000137,8.751999855,9.822999954,8.998000145,10.49600029,10.08699989,9.845000267,10.36800003,9.170000076,9.017000198,9.208999634,9.267999649,8.213000298,8.651000023,8.354999542,7.600999832,7.367000103,7.619999886,7.289000034,6.686999798,7.612999916,6.77699995,8.697999954,8.593000412
Philippines,PHL,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,9.449000359,9.460000038,9.479999542,9.536999702,9.541000366,9.562999725,9.541999817,9.44299984,9.494999886,9.522999763,9.484999657,9.376999855,8.989999771,9.159000397,9.333999634,10.10499954,8.838999748,9.99600029,10.34300041,9.947999954,9.673999786,9.510000229,9.293000221,9.56000042,8.532999992,7.671000004,6.774000168
Palau,PLW,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,5.467000008,5.499000072,5.519000053,5.390999794,5.224999905,5.40500021,5.210999966,5.362999916,5.304999828,5.230000019,5.084000111,4.941999912,4.802999973,4.550000191,4.426000118,4.215000153,4.162000179,3.809999943,3.730999947,3.611000061,4.820000172,4.879000187,4.866000175,4.984000206,4.961999893,5.001999855,5.039000034
Poland,POL,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,25.56399918,27.29700089,29.51300049,31.9109993,30.61499977,28.03100014,22.50600052,21.06100082,29.13299942,35.17699814,38.68099976,41.01300049,40.99599838,39.79600143,36.64199829,29.63100052,21.54299927,17.18099976,20.49500084,23.64599991,25.67700005,26.42499924,27.20499992,23.76199913,20.69000053,17.59199905,14.77900028
Pre-demographic dividend,PRE,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,14.08404473,13.84018207,14.08365475,14.16108684,13.88304585,13.92339535,13.84722098,13.76082962,13.80362166,13.85223895,13.94433237,13.58078426,13.52359045,13.62996105,13.37727812,13.2736767,13.0075875,12.813382,12.62146557,12.56489575,12.27043738,11.96077451,11.94009933,11.62574056,11.71754704,12.75586752,12.87834126
Puerto Rico,PRI,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,33.9129982,33.98500061,30.4090004,26.76000023,26.25600052,27.48399925,26.86000061,24.82600021,22.64800072,20.37599945,22.5,23.3239994,23.48999977,21.61000061,23.88800049,22.56200027,22.0890007,24.39900017,31.09199905,34.02799988,33.2519989,30.27099991,29.97599983,29.23900032,25.29599953,24.89999962,22.95199966
"Korea, Dem. People’s Rep.",PRK,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,16.49300003,17.25900078,16.51000023,15.33699989,16.46500015,11.64999962,11.75800037,11.38399982,10.74300003,11.23900032,10.86200047,11.14500046,11.08300018,11.05700016,10.86200047,11.35499954,11.37199974,10.92599964,11.3409996,11.29500008,11.15999985,11.1079998,11.13399982,11.13799953,11.36400032,11.72999954,11.66699982
Portugal,PRT,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,8.579000473,9.546999931,12.04199982,14.55799961,16.01000023,17.06800079,14.20699978,9.421999931,9.166000366,8.180000305,8.911000252,10.42800045,13.45600033,14.02200031,16.19000053,16.48600006,16.71199989,16.63699913,20.2859993,22.73399925,30.27400017,37.97499847,38.14799881,34.80899811,32.00299835,27.99200058,23.94099998
Paraguay,PRY,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,10.47599983,10.29199982,11.14999962,8.069000244,7.102000237,17.07099915,11.24199963,11.12100029,19.7310009,15.98499966,15.99600029,16.77000046,13.31400013,11.95899963,10.27099991,11.31700039,10.39000034,9.55700016,11.86499977,10.61699963,11.39799976,10.06200027,9.487999916,11.10099983,10.93099976,11.45800018,10.69299984
West Bank and Gaza,PSE,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,23.05900002,23.0739994,23.06200027,23.0189991,22.66900063,36.10599899,30.87800026,22.08799934,18.23200035,19.63899994,35.38100052,42.56600189,38.29600143,39.76699829,36.26499939,35.6269989,35.09600067,40.73400116,38.8370018,38.7480011,35.61800003,38.66999817,40.7879982,43.37099838,40.34199905,41.5719986,43.02399826
Pacific island small states,PSS,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,9.492218424,9.001234574,9.672368768,9.696642231,9.475550257,9.585238205,10.13321538,10.9014668,11.7370628,12.23793166,13.06047085,13.51752231,13.43955583,9.143501956,8.840067252,10.68632374,13.158253,13.94700096,13.93388776,14.51667859,14.92269225,15.0211428,13.33101737,12.21624923,12.07297057,12.13505293,12.12245282
Post-demographic dividend,PST,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,13.6272685,14.25853906,15.52541984,15.67962315,15.27644137,15.63191516,15.46706482,15.47228523,15.07090185,13.81345808,13.46582709,13.81956938,14.09288723,13.79768028,13.61497692,12.90202338,12.16807866,12.99070048,16.87876033,17.58573719,17.37158915,17.77611172,17.77883327,16.8618331,15.53678575,14.47029498,13.23668382
French Polynesia,PYF,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",SL.UEM.1524.ZS,34.50500107,34.70700073,34.66500092,34.72999954,34.76399994,34.68000031,34.2480011,33.57099915,32.99900055,32.62900162,31.93700027,33.19100189,33.39699936,33.72399902,33.82300186,34.09400177,34.02799988,38.28499985,42.63000107,47.62900162,52.13700104,56.0320015,56.08200073,56.03900146,56.11399841,55.70800018,55.56900024
